year:1880,year:1900,year:1910,year:1920,year:1930,year:1940,year:1950,year:1960,year:1970,year:1980,year:1990,year:2000,age,marst,sex,people
0,0,1,0,0,0,0,0,0,0,0,0,25,6,2,973322
0,0,1,0,0,0,0,0,0,0,0,0,30,1,1,2399426
0,0,1,0,0,0,0,0,0,0,0,0,30,1,2,2509056
0,0,1,0,0,0,0,0,0,0,0,0,30,2,1,183881
0,0,1,0,0,0,0,0,0,0,0,0,30,2,2,83130
0,0,1,0,0,0,0,0,0,0,0,0,30,4,1,17128
0,0,1,0,0,0,0,0,0,0,0,0,30,4,2,27458
0,0,1,0,0,0,0,0,0,0,0,0,30,5,1,68009
0,0,1,0,0,0,0,0,0,0,0,0,30,5,2,133003
0,0,1,0,0,0,0,0,0,0,0,0,30,6,1,989681
0,0,1,0,0,0,0,0,0,0,0,0,30,6,2,542573
0,0,1,0,0,0,0,0,0,0,0,0,35,1,1,2461026
0,0,1,0,0,0,0,0,0,0,0,0,35,1,2,2385199
0,0,1,0,0,0,0,0,0,0,0,0,35,2,1,170533
0,0,1,0,0,0,0,0,0,0,0,0,35,2,2,86151
0,0,1,0,0,0,0,0,0,0,0,0,35,4,1,23175
0,0,1,0,0,0,0,0,0,0,0,0,35,4,2,29221
0,0,1,0,0,0,0,0,0,0,0,0,35,5,1,86140
0,0,1,0,0,0,0,0,0,0,0,0,35,5,2,215117
0,0,1,0,0,0,0,0,0,0,0,0,35,6,1,686644
0,0,1,0,0,0,0,0,0,0,0,0,35,6,2,373302
0,0,1,0,0,0,0,0,0,0,0,0,40,1,1,2125720
0,0,1,0,0,0,0,0,0,0,0,0,40,1,2,1883413
0,0,1,0,0,0,0,0,0,0,0,0,40,2,1,151141
0,0,1,0,0,0,0,0,0,0,0,0,40,2,2,65494
0,0,1,0,0,0,0,0,0,0,0,0,40,4,1,18893
0,0,1,0,0,0,0,0,0,0,0,0,40,4,2,22418
0,0,1,0,0,0,0,0,0,0,0,0,40,5,1,116116
0,0,1,0,0,0,0,0,0,0,0,0,40,5,2,228181
0,0,1,0,0,0,0,0,0,0,0,0,40,6,1,448359
0,0,1,0,0,0,0,0,0,0,0,0,40,6,2,271761
0,0,1,0,0,0,0,0,0,0,0,0,45,1,1,1803096
0,0,1,0,0,0,0,0,0,0,0,0,45,1,2,1552185
0,0,1,0,0,0,0,0,0,0,0,0,45,2,1,114865
0,0,1,0,0,0,0,0,0,0,0,0,45,2,2,55421
0,0,1,0,0,0,0,0,0,0,0,0,45,4,1,19146
0,0,1,0,0,0,0,0,0,0,0,0,45,4,2,21918
0,0,1,0,0,0,0,0,0,0,0,0,45,5,1,128709
0,0,1,0,0,0,0,0,0,0,0,0,45,5,2,289938
0,0,1,0,0,0,0,0,0,0,0,0,45,6,1,297985
0,0,1,0,0,0,0,0,0,0,0,0,45,6,2,195468
0,0,1,0,0,0,0,0,0,0,0,0,50,1,1,1630512
0,0,1,0,0,0,0,0,0,0,0,0,50,1,2,1214387
0,0,1,0,0,0,0,0,0,0,0,0,50,2,1,82124
0,0,1,0,0,0,0,0,0,0,0,0,50,2,2,51136
0,0,1,0,0,0,0,0,0,0,0,0,50,4,1,16876
0,0,1,0,0,0,0,0,0,0,0,0,50,4,2,15872
0,0,1,0,0,0,0,0,0,0,0,0,50,5,1,162980
0,0,1,0,0,0,0,0,0,0,0,0,50,5,2,349133
0,0,1,0,0,0,0,0,0,0,0,0,50,6,1,234024
0,0,1,0,0,0,0,0,0,0,0,0,50,6,2,143064
0,0,1,0,0,0,0,0,0,0,0,0,55,1,1,1150671
0,0,1,0,0,0,0,0,0,0,0,0,55,1,2,831002
0,0,1,0,0,0,0,0,0,0,0,0,55,2,1,58429
0,0,1,0,0,0,0,0,0,0,0,0,55,2,2,41818
0,0,1,0,0,0,0,0,0,0,0,0,55,4,1,11588
0,0,1,0,0,0,0,0,0,0,0,0,55,4,2,13604
0,0,1,0,0,0,0,0,0,0,0,0,55,5,1,159445
0,0,1,0,0,0,0,0,0,0,0,0,55,5,2,344073
0,0,1,0,0,0,0,0,0,0,0,0,55,6,1,128225
0,0,1,0,0,0,0,0,0,0,0,0,55,6,2,87154
0,0,1,0,0,0,0,0,0,0,0,0,60,1,1,866733
0,0,1,0,0,0,0,0,0,0,0,0,60,1,2,567012
0,0,1,0,0,0,0,0,0,0,0,0,60,2,1,46600
0,0,1,0,0,0,0,0,0,0,0,0,60,2,2,34258
0,0,1,0,0,0,0,0,0,0,0,0,60,4,1,11840
0,0,1,0,0,0,0,0,0,0,0,0,60,4,2,7307
0,0,1,0,0,0,0,0,0,0,0,0,60,5,1,166759
0,0,1,0,0,0,0,0,0,0,0,0,60,5,2,403523
0,0,1,0,0,0,0,0,0,0,0,0,60,6,1,97489
0,0,1,0,0,0,0,0,0,0,0,0,60,6,2,78597
0,0,1,0,0,0,0,0,0,0,0,0,65,1,1,589950
0,0,1,0,0,0,0,0,0,0,0,0,65,1,2,359200
0,0,1,0,0,0,0,0,0,0,0,0,65,2,1,35272
0,0,1,0,0,0,0,0,0,0,0,0,65,2,2,23174
0,0,1,0,0,0,0,0,0,0,0,0,65,4,1,7305
0,0,1,0,0,0,0,0,0,0,0,0,65,4,2,4029
0,0,1,0,0,0,0,0,0,0,0,0,65,5,1,159953
0,0,1,0,0,0,0,0,0,0,0,0,65,5,2,370783
0,0,1,0,0,0,0,0,0,0,0,0,65,6,1,57679
0,0,1,0,0,0,0,0,0,0,0,0,65,6,2,56682
0,0,1,0,0,0,0,0,0,0,0,0,70,1,1,340058
0,0,1,0,0,0,0,0,0,0,0,0,70,1,2,174823
0,0,1,0,0,0,0,0,0,0,0,0,70,2,1,20401
0,0,1,0,0,0,0,0,0,0,0,0,70,2,2,12847
0,0,1,0,0,0,0,0,0,0,0,0,70,4,1,3275
0,0,1,0,0,0,0,0,0,0,0,0,70,4,2,1260
0,0,1,0,0,0,0,0,0,0,0,0,70,5,1,156672
0,0,1,0,0,0,0,0,0,0,0,0,70,5,2,317130
0,0,1,0,0,0,0,0,0,0,0,0,70,6,1,37530
0,0,1,0,0,0,0,0,0,0,0,0,70,6,2,41563
0,0,1,0,0,0,0,0,0,0,0,0,75,1,1,180118
0,0,1,0,0,0,0,0,0,0,0,0,75,1,2,65750
0,0,1,0,0,0,0,0,0,0,0,0,75,2,1,11838
0,0,1,0,0,0,0,0,0,0,0,0,75,2,2,8060
0,0,1,0,0,0,0,0,0,0,0,0,75,4,1,2519
0,0,1,0,0,0,0,0,0,0,0,0,75,4,2,756
0,0,1,0,0,0,0,0,0,0,0,0,75,5,1,110320
0,0,1,0,0,0,0,0,0,0,0,0,75,5,2,257189
0,0,1,0,0,0,0,0,0,0,0,0,75,6,1,17884
0,0,1,0,0,0,0,0,0,0,0,0,75,6,2,19145
0,0,1,0,0,0,0,0,0,0,0,0,80,1,1,68770
0,0,1,0,0,0,0,0,0,0,0,0,80,1,2,18392
0,0,1,0,0,0,0,0,0,0,0,0,80,2,1,6801
0,0,1,0,0,0,0,0,0,0,0,0,80,2,2,4786
0,0,1,0,0,0,0,0,0,0,0,0,80,4,1,754
0,0,1,0,0,0,0,0,0,0,0,0,80,4,2,756
0,0,1,0,0,0,0,0,0,0,0,0,80,5,1,78083
0,0,1,0,0,0,0,0,0,0,0,0,80,5,2,139296
0,0,1,0,0,0,0,0,0,0,0,0,80,6,1,7307
0,0,1,0,0,0,0,0,0,0,0,0,80,6,2,11085
0,0,1,0,0,0,0,0,0,0,0,0,85,1,1,20909
0,0,1,0,0,0,0,0,0,0,0,0,85,1,2,4534
0,0,1,0,0,0,0,0,0,0,0,0,85,2,1,1764
0,0,1,0,0,0,0,0,0,0,0,0,85,2,2,1259
0,0,1,0,0,0,0,0,0,0,0,0,85,4,1,252
0,0,1,0,0,0,0,0,0,0,0,0,85,5,1,32995
0,0,1,0,0,0,0,0,0,0,0,0,85,5,2,55420
0,0,1,0,0,0,0,0,0,0,0,0,85,6,1,3779
0,0,1,0,0,0,0,0,0,0,0,0,85,6,2,1512
0,0,1,0,0,0,0,0,0,0,0,0,90,1,1,7305
0,0,1,0,0,0,0,0,0,0,0,0,90,1,2,1511
0,0,1,0,0,0,0,0,0,0,0,0,90,2,1,1260
0,0,1,0,0,0,0,0,0,0,0,0,90,2,2,504
0,0,1,0,0,0,0,0,0,0,0,0,90,4,2,252
0,0,1,0,0,0,0,0,0,0,0,0,90,5,1,14608
0,0,1,0,0,0,0,0,0,0,0,0,90,5,2,24935
0,0,1,0,0,0,0,0,0,0,0,0,90,6,1,756
0,0,1,0,0,0,0,0,0,0,0,0,90,6,2,1763
0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,5934792
0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,5694244
0,0,0,1,0,0,0,0,0,0,0,0,5,6,1,5789008
0,0,0,1,0,0,0,0,0,0,0,0,5,6,2,5693960
0,0,0,1,0,0,0,0,0,0,0,0,10,1,1,202
0,0,0,1,0,0,0,0,0,0,0,0,10,1,2,4239
0,0,0,1,0,0,0,0,0,0,0,0,10,2,1,1212
0,0,0,1,0,0,0,0,0,0,0,0,10,2,2,1312
0,0,0,1,0,0,0,0,0,0,0,0,10,4,1,101
0,0,0,1,0,0,0,0,0,0,0,0,10,5,1,202
0,0,0,1,0,0,0,0,0,0,0,0,10,5,2,202
0,0,0,1,0,0,0,0,0,0,0,0,10,6,1,5399439
0,0,0,1,0,0,0,0,0,0,0,0,10,6,2,5287304
0,0,0,1,0,0,0,0,0,0,0,0,15,1,1,78211
0,0,0,1,0,0,0,0,0,0,0,0,15,1,2,587731
0,0,0,1,0,0,0,0,0,0,0,0,15,2,1,22201
0,0,0,1,0,0,0,0,0,0,0,0,15,2,2,49958
0,0,0,1,0,0,0,0,0,0,0,0,15,4,1,1211
0,0,0,1,0,0,0,0,0,0,0,0,15,4,2,6658
0,0,0,1,0,0,0,0,0,0,0,0,15,5,1,2118
0,0,0,1,0,0,0,0,0,0,0,0,15,5,2,12613
0,0,0,1,0,0,0,0,0,0,0,0,15,6,1,4620624
0,0,0,1,0,0,0,0,0,0,0,0,15,6,2,4122976
0,0,0,1,0,0,0,0,0,0,0,0,20,1,1,1174975
0,0,0,1,0,0,0,0,0,0,0,0,20,1,2,2368395
0,0,0,1,0,0,0,0,0,0,0,0,20,2,1,103955
0,0,0,1,0,0,0,0,0,0,0,0,20,2,2,132208
0,0,0,1,0,0,0,0,0,0,0,0,20,4,1,10699
0,0,0,1,0,0,0,0,0,0,0,0,20,4,2,28356
0,0,0,1,0,0,0,0,0,0,0,0,20,5,1,21499
0,0,0,1,0,0,0,0,0,0,0,0,20,5,2,65393
0,0,0,1,0,0,0,0,0,0,0,0,20,6,1,3238283
0,0,0,1,0,0,0,0,0,0,0,0,20,6,2,2148280
0,0,0,1,0,0,0,0,0,0,0,0,25,1,1,2511726
0,0,0,1,0,0,0,0,0,0,0,0,25,1,2,3217818
0,0,0,1,0,0,0,0,0,0,0,0,25,2,1,141772
0,0,0,1,0,0,0,0,0,0,0,0,25,2,2,118953
0,0,0,1,0,0,0,0,0,0,0,0,25,4,1,23824
0,0,0,1,0,0,0,0,0,0,0,0,25,4,2,39663
0,0,0,1,0,0,0,0,0,0,0,0,25,5,1,49446
0,0,0,1,0,0,0,0,0,0,0,0,25,5,2,113629
0,0,0,1,0,0,0,0,0,0,0,0,25,6,1,1838298
0,0,0,1,0,0,0,0,0,0,0,0,25,6,2,1039319
0,0,0,1,0,0,0,0,0,0,0,0,30,1,1,2855361
0,0,0,1,0,0,0,0,0,0,0,0,30,1,2,3104649
0,0,0,1,0,0,0,0,0,0,0,0,30,2,1,151066
0,0,0,1,0,0,0,0,0,0,0,0,30,2,2,99885
0,0,0,1,0,0,0,0,0,0,0,0,30,4,1,29560
0,0,0,1,0,0,0,0,0,0,0,0,30,4,2,41174
0,0,0,1,0,0,0,0,0,0,0,0,30,5,1,69824
0,0,0,1,0,0,0,0,0,0,0,0,30,5,2,152982
0,0,0,1,0,0,0,0,0,0,0,0,30,6,1,1004960
0,0,0,1,0,0,0,0,0,0,0,0,30,6,2,583736
0,0,0,1,0,0,0,0,0,0,0,0,35,1,1,3041446
0,0,0,1,0,0,0,0,0,0,0,0,35,1,2,2928711
0,0,0,1,0,0,0,0,0,0,0,0,35,2,1,180649
0,0,0,1,0,0,0,0,0,0,0,0,35,2,2,97671
0,0,0,1,0,0,0,0,0,0,0,0,35,4,1,33898
0,0,0,1,0,0,0,0,0,0,0,0,35,4,2,42381
0,0,0,1,0,0,0,0,0,0,0,0,35,5,1,103026
0,0,0,1,0,0,0,0,0,0,0,0,35,5,2,215532
0,0,0,1,0,0,0,0,0,0,0,0,35,6,1,722524
0,0,0,1,0,0,0,0,0,0,0,0,35,6,2,429515
0,0,0,1,0,0,0,0,0,0,0,0,40,1,1,2542029
0,0,0,1,0,0,0,0,0,0,0,0,40,1,2,2361698
0,0,0,1,0,0,0,0,0,0,0,0,40,2,1,153589
0,0,0,1,0,0,0,0,0,0,0,0,40,2,2,83172
0,0,0,1,0,0,0,0,0,0,0,0,40,4,1,31983
0,0,0,1,0,0,0,0,0,0,0,0,40,4,2,28562
0,0,0,1,0,0,0,0,0,0,0,0,40,5,1,119593
0,0,0,1,0,0,0,0,0,0,0,0,40,5,2,263501
0,0,0,1,0,0,0,0,0,0,0,0,40,6,1,474729
0,0,0,1,0,0,0,0,0,0,0,0,40,6,2,322824
0,0,0,1,0,0,0,0,0,0,0,0,45,1,1,2405631
0,0,0,1,0,0,0,0,0,0,0,0,45,1,2,1979074
0,0,0,1,0,0,0,0,0,0,0,0,45,2,1,145728
0,0,0,1,0,0,0,0,0,0,0,0,45,2,2,78711
0,0,0,1,0,0,0,0,0,0,0,0,45,4,1,28758
0,0,0,1,0,0,0,0,0,0,0,0,45,4,2,25329
0,0,0,1,0,0,0,0,0,0,0,0,45,5,1,158118
0,0,0,1,0,0,0,0,0,0,0,0,45,5,2,327645
0,0,0,1,0,0,0,0,0,0,0,0,45,6,1,405656
0,0,0,1,0,0,0,0,0,0,0,0,45,6,2,258330
0,0,0,1,0,0,0,0,0,0,0,0,50,1,1,1935382
0,0,0,1,0,0,0,0,0,0,0,0,50,1,2,1502493
0,0,0,1,0,0,0,0,0,0,0,0,50,2,1,115144
0,0,0,1,0,0,0,0,0,0,0,0,50,2,2,67195
0,0,0,1,0,0,0,0,0,0,0,0,50,4,1,26446
0,0,0,1,0,0,0,0,0,0,0,0,50,4,2,19477
0,0,0,1,0,0,0,0,0,0,0,0,50,5,1,183455
0,0,0,1,0,0,0,0,0,0,0,0,50,5,2,410113
0,0,0,1,0,0,0,0,0,0,0,0,50,6,1,285608
0,0,0,1,0,0,0,0,0,0,0,0,50,6,2,201213
0,0,0,1,0,0,0,0,0,0,0,0,55,1,1,1406894
0,0,0,1,0,0,0,0,0,0,0,0,55,1,2,1046715
0,0,0,1,0,0,0,0,0,0,0,0,55,2,1,78107
0,0,0,1,0,0,0,0,0,0,0,0,55,2,2,49756
0,0,0,1,0,0,0,0,0,0,0,0,55,4,1,17656
0,0,0,1,0,0,0,0,0,0,0,0,55,4,2,13523
0,0,0,1,0,0,0,0,0,0,0,0,55,5,1,184469
0,0,0,1,0,0,0,0,0,0,0,0,55,5,2,416537
0,0,0,1,0,0,0,0,0,0,0,0,55,6,1,193849
0,0,0,1,0,0,0,0,0,0,0,0,55,6,2,148141
0,0,0,1,0,0,0,0,0,0,0,0,60,1,1,1147749
0,0,0,1,0,0,0,0,0,0,0,0,60,1,2,742176
0,0,0,1,0,0,0,0,0,0,0,0,60,2,1,64287
0,0,0,1,0,0,0,0,0,0,0,0,60,2,2,36123
0,0,0,1,0,0,0,0,0,0,0,0,60,4,1,14727
0,0,0,1,0,0,0,0,0,0,0,0,60,4,2,9788
0,0,0,1,0,0,0,0,0,0,0,0,60,5,1,214247
0,0,0,1,0,0,0,0,0,0,0,0,60,5,2,483167
0,0,0,1,0,0,0,0,0,0,0,0,60,6,1,146539
0,0,0,1,0,0,0,0,0,0,0,0,60,6,2,111623
0,0,0,1,0,0,0,0,0,0,0,0,65,1,1,753162
0,0,0,1,0,0,0,0,0,0,0,0,65,1,2,445700
0,0,0,1,0,0,0,0,0,0,0,0,65,2,1,40775
0,0,0,1,0,0,0,0,0,0,0,0,65,2,2,26844
0,0,0,1,0,0,0,0,0,0,0,0,65,4,1,8577
0,0,0,1,0,0,0,0,0,0,0,0,65,4,2,4843
0,0,0,1,0,0,0,0,0,0,0,0,65,5,1,201006
0,0,0,1,0,0,0,0,0,0,0,0,65,5,2,442479
0,0,0,1,0,0,0,0,0,0,0,0,65,6,1,92436
0,0,0,1,0,0,0,0,0,0,0,0,65,6,2,70035
0,0,0,1,0,0,0,0,0,0,0,0,70,1,1,437808
0,0,0,1,0,0,0,0,0,0,0,0,70,1,2,217252
0,0,0,1,0,0,0,0,0,0,0,0,70,2,1,22906
0,0,0,1,0,0,0,0,0,0,0,0,70,2,2,14928
0,0,0,1,0,0,0,0,0,0,0,0,70,4,1,6361
0,0,0,1,0,0,0,0,0,0,0,0,70,4,2,3129
0,0,0,1,0,0,0,0,0,0,0,0,70,5,1,197077
0,0,0,1,0,0,0,0,0,0,0,0,70,5,2,405051
0,0,0,1,0,0,0,0,0,0,0,0,70,6,1,50466
0,0,0,1,0,0,0,0,0,0,0,0,70,6,2,49737
0,0,0,1,0,0,0,0,0,0,0,0,75,1,1,226157
0,0,0,1,0,0,0,0,0,0,0,0,75,1,2,92430
0,0,0,1,0,0,0,0,0,0,0,0,75,2,1,16042
0,0,0,1,0,0,0,0,0,0,0,0,75,2,2,8980
0,0,0,1,0,0,0,0,0,0,0,0,75,4,1,3631
0,0,0,1,0,0,0,0,0,0,0,0,75,4,2,808
0,0,0,1,0,0,0,0,0,0,0,0,75,5,1,145423
0,0,0,1,0,0,0,0,0,0,0,0,75,5,2,309795
0,0,0,1,0,0,0,0,0,0,0,0,75,6,1,26039
0,0,0,1,0,0,0,0,0,0,0,0,75,6,2,27452
0,0,0,1,0,0,0,0,0,0,0,0,80,1,1,80129
0,0,0,1,0,0,0,0,0,0,0,0,80,1,2,23214
0,0,0,1,0,0,0,0,0,0,0,0,80,2,1,8578
0,0,0,1,0,0,0,0,0,0,0,0,80,2,2,3735
0,0,0,1,0,0,0,0,0,0,0,0,80,4,1,1010
0,0,0,1,0,0,0,0,0,0,0,0,80,4,2,202
0,0,0,1,0,0,0,0,0,0,0,0,80,5,1,86789
0,0,0,1,0,0,0,0,0,0,0,0,80,5,2,169937
0,0,0,1,0,0,0,0,0,0,0,0,80,6,1,10494
0,0,0,1,0,0,0,0,0,0,0,0,80,6,2,14022
0,0,0,1,0,0,0,0,0,0,0,0,85,1,1,28153
0,0,0,1,0,0,0,0,0,0,0,0,85,1,2,6961
0,0,0,1,0,0,0,0,0,0,0,0,85,2,1,3030
0,0,0,1,0,0,0,0,0,0,0,0,85,2,2,1915
0,0,0,1,0,0,0,0,0,0,0,0,85,4,1,505
0,0,0,1,0,0,0,0,0,0,0,0,85,4,2,101
0,0,0,1,0,0,0,0,0,0,0,0,85,5,1,39460
0,0,0,1,0,0,0,0,0,0,0,0,85,5,2,77998
0,0,0,1,0,0,0,0,0,0,0,0,85,6,1,4843
0,0,0,1,0,0,0,0,0,0,0,0,85,6,2,5854
0,0,0,1,0,0,0,0,0,0,0,0,90,1,1,6256
0,0,0,1,0,0,0,0,0,0,0,0,90,1,2,2015
0,0,0,1,0,0,0,0,0,0,0,0,90,2,1,1009
0,0,0,1,0,0,0,0,0,0,0,0,90,2,2,606
0,0,0,1,0,0,0,0,0,0,0,0,90,5,1,12813
0,0,0,1,0,0,0,0,0,0,0,0,90,5,2,27749
0,0,0,1,0,0,0,0,0,0,0,0,90,6,1,2320
0,0,0,1,0,0,0,0,0,0,0,0,90,6,2,1715
0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,5875250
0,0,0,0,1,0,0,0,0,0,0,0,0,6,2,5662530
0,0,0,0,1,0,0,0,0,0,0,0,5,6,1,6542592
0,0,0,0,1,0,0,0,0,0,0,0,5,6,2,6129561
0,0,0,0,1,0,0,0,0,0,0,0,10,1,2,4045
0,0,0,0,1,0,0,0,0,0,0,0,10,2,1,506
0,0,0,0,1,0,0,0,0,0,0,0,10,2,2,2024
0,0,0,0,1,0,0,0,0,0,0,0,10,4,2,505
0,0,0,0,1,0,0,0,0,0,0,0,10,6,1,6064314
0,0,0,0,1,0,0,0,0,0,0,0,10,6,2,5979955
0,0,0,0,1,0,0,0,0,0,0,0,15,1,1,74806
0,0,0,0,1,0,0,0,0,0,0,0,15,1,2,688528
0,0,0,0,1,0,0,0,0,0,0,0,15,2,1,19719
0,0,0,0,1,0,0,0,0,0,0,0,15,2,2,67243
0,0,0,0,1,0,0,0,0,0,0,0,15,4,1,505
0,0,0,0,1,0,0,0,0,0,0,0,15,4,2,13651
0,0,0,0,1,0,0,0,0,0,0,0,15,5,1,3538
0,0,0,0,1,0,0,0,0,0,0,0,15,5,2,10108
0,0,0,0,1,0,0,0,0,0,0,0,15,6,1,5610884
0,0,0,0,1,0,0,0,0,0,0,0,15,6,2,4990057
0,0,0,0,1,0,0,0,0,0,0,0,20,1,1,1379068
0,0,0,0,1,0,0,0,0,0,0,0,20,1,2,2702571
0,0,0,0,1,0,0,0,0,0,0,0,20,2,1,122832
0,0,0,0,1,0,0,0,0,0,0,0,20,2,2,177946
0,0,0,0,1,0,0,0,0,0,0,0,20,4,1,22752
0,0,0,0,1,0,0,0,0,0,0,0,20,4,2,72303
0,0,0,0,1,0,0,0,0,0,0,0,20,5,1,35889
0,0,0,0,1,0,0,0,0,0,0,0,20,5,2,58648
0,0,0,0,1,0,0,0,0,0,0,0,20,6,1,3745451
0,0,0,0,1,0,0,0,0,0,0,0,20,6,2,2553914
0,0,0,0,1,0,0,0,0,0,0,0,25,1,1,2913368
0,0,0,0,1,0,0,0,0,0,0,0,25,1,2,3589747
0,0,0,0,1,0,0,0,0,0,0,0,25,2,1,149638
0,0,0,0,1,0,0,0,0,0,0,0,25,2,2,167335
0,0,0,0,1,0,0,0,0,0,0,0,25,4,1,49037
0,0,0,0,1,0,0,0,0,0,0,0,25,4,2,93526
0,0,0,0,1,0,0,0,0,0,0,0,25,5,1,43971
0,0,0,0,1,0,0,0,0,0,0,0,25,5,2,102626
0,0,0,0,1,0,0,0,0,0,0,0,25,6,1,1773839
0,0,0,0,1,0,0,0,0,0,0,0,25,6,2,1096995
0,0,0,0,1,0,0,0,0,0,0,0,30,1,1,3219778
0,0,0,0,1,0,0,0,0,0,0,0,30,1,2,3460843
0,0,0,0,1,0,0,0,0,0,0,0,30,2,1,157226
0,0,0,0,1,0,0,0,0,0,0,0,30,2,2,149123
0,0,0,0,1,0,0,0,0,0,0,0,30,4,1,55607
0,0,0,0,1,0,0,0,0,0,0,0,30,4,2,86438
0,0,0,0,1,0,0,0,0,0,0,0,30,5,1,62175
0,0,0,0,1,0,0,0,0,0,0,0,30,5,2,140530
0,0,0,0,1,0,0,0,0,0,0,0,30,6,1,929622
0,0,0,0,1,0,0,0,0,0,0,0,30,6,2,618279
0,0,0,0,1,0,0,0,0,0,0,0,35,1,1,3590758
0,0,0,0,1,0,0,0,0,0,0,0,35,1,2,3650468
0,0,0,0,1,0,0,0,0,0,0,0,35,2,1,157215
0,0,0,0,1,0,0,0,0,0,0,0,35,2,2,140528
0,0,0,0,1,0,0,0,0,0,0,0,35,4,1,74811
0,0,0,0,1,0,0,0,0,0,0,0,35,4,2,80882
0,0,0,0,1,0,0,0,0,0,0,0,35,5,1,109702
0,0,0,0,1,0,0,0,0,0,0,0,35,5,2,224460
0,0,0,0,1,0,0,0,0,0,0,0,35,6,1,644045
0,0,0,0,1,0,0,0,0,0,0,0,35,6,2,497438
0,0,0,0,1,0,0,0,0,0,0,0,40,1,1,3243023
0,0,0,0,1,0,0,0,0,0,0,0,40,1,2,2930543
0,0,0,0,1,0,0,0,0,0,0,0,40,2,1,148114
0,0,0,0,1,0,0,0,0,0,0,0,40,2,2,122342
0,0,0,0,1,0,0,0,0,0,0,0,40,4,1,60670
0,0,0,0,1,0,0,0,0,0,0,0,40,4,2,58141
0,0,0,0,1,0,0,0,0,0,0,0,40,5,1,126387
0,0,0,0,1,0,0,0,0,0,0,0,40,5,2,306846
0,0,0,0,1,0,0,0,0,0,0,0,40,6,1,496945
0,0,0,0,1,0,0,0,0,0,0,0,40,6,2,336150
0,0,0,0,1,0,0,0,0,0,0,0,45,1,1,2866278
0,0,0,0,1,0,0,0,0,0,0,0,45,1,2,2540717
0,0,0,0,1,0,0,0,0,0,0,0,45,2,1,146087
0,0,0,0,1,0,0,0,0,0,0,0,45,2,2,98067
